"グループ番号","グループ属性","グループ人数","町丁目コード","座標X","座標Y","校区番号","町丁目名","小学校区名"
3005700,8,1,"103016002",-33084.75,-24991.47,9,"熊本市西区 城山薬師 二丁目","城山小学校"
3005702,8,1,"103015003",-32395.94,-25310.58,9,"熊本市西区 城山半田 三丁目","城山小学校"
3005703,8,1,"103012102",-32138.52,-23963.71,9,"熊本市西区 城山大塘 二丁目","城山小学校"
3005704,8,1,"103016002",-33084.75,-24991.47,9,"熊本市西区 城山薬師 二丁目","城山小学校"
3005705,8,1,"103013104",-31160.99,-24676.25,9,"熊本市西区 上代 四丁目","城山小学校"
3005706,8,1,"103013104",-31094.49,-24493.18,9,"熊本市西区 上代 四丁目","城山小学校"
3005707,8,1,"103012105",-32814.04,-23960.62,9,"熊本市西区 城山大塘 五丁目","城山小学校"
3005708,8,1,"103013103",-30875.83,-24305.35,9,"熊本市西区 上代 三丁目","城山小学校"
3005709,8,1,"103013107",-31557.11,-24680.06,9,"熊本市西区 上代 七丁目","城山小学校"
3005710,8,1,"103013104",-31040.06,-24618.53,9,"熊本市西区 上代 四丁目","城山小学校"
3005711,8,1,"103012101",-32007.5,-24638.65,9,"熊本市西区 城山大塘 一丁目","城山小学校"
3005712,8,1,"103016002",-33171.99,-25039.41,9,"熊本市西区 城山薬師 二丁目","城山小学校"
3005713,8,1,"103014002",-32286.49,-24577.22,9,"熊本市西区 城山下代 二丁目","城山小学校"
3005715,8,1,"103012105",-32795.21,-24097.15,9,"熊本市西区 城山大塘 五丁目","城山小学校"
3005716,8,1,"103015001",-32142.56,-25063.41,9,"熊本市西区 城山半田 一丁目","城山小学校"
3005717,8,1,"103012101",-32150.88,-24364.48,9,"熊本市西区 城山大塘 一丁目","城山小学校"
3005718,8,1,"103015001",-32142.56,-25063.41,9,"熊本市西区 城山半田 一丁目","城山小学校"
3005719,8,1,"103016002",-33171.99,-25039.41,9,"熊本市西区 城山薬師 二丁目","城山小学校"
3005720,8,1,"103015003",-32545.29,-25315.59,9,"熊本市西区 城山半田 三丁目","城山小学校"
3005721,8,1,"103013101",-30713.85,-24106.95,9,"熊本市西区 上代 一丁目","城山小学校"
3005722,8,1,"103046103",-33506.68,-24706.89,10,"熊本市西区 小島 三丁目","小島小学校"
3005723,8,1,"103016001",-32588.28,-25239.97,9,"熊本市西区 城山薬師 一丁目","城山小学校"
3005724,8,1,"103012101",-32095.61,-24477.35,9,"熊本市西区 城山大塘 一丁目","城山小学校"
3005725,8,1,"103046101",-33145.99,-24515.71,10,"熊本市西区 小島 一丁目","小島小学校"
3005726,8,1,"103013101",-30775.01,-24044.09,9,"熊本市西区 上代 一丁目","城山小学校"
3005727,8,1,"103046102",-33219.91,-25021.64,10,"熊本市西区 小島 二丁目","小島小学校"
3005728,8,1,"103013106",-31345.54,-24909.24,9,"熊本市西区 上代 六丁目","城山小学校"
3005729,8,1,"103015001",-32114.11,-24688.57,9,"熊本市西区 城山半田 一丁目","城山小学校"
3005730,8,1,"103013102",-30503.61,-24217.39,9,"熊本市西区 上代 二丁目","城山小学校"
3005731,8,1,"103015004",-32232.09,-24834.85,9,"熊本市西区 城山半田 四丁目","城山小学校"
3005732,8,1,"103013101",-30713.85,-24106.95,9,"熊本市西区 上代 一丁目","城山小学校"
3005734,8,1,"103013103",-31227.71,-24028.21,9,"熊本市西区 上代 三丁目","城山小学校"
3005736,8,1,"103014003",-32450.99,-24692.38,9,"熊本市西区 城山下代 三丁目","城山小学校"
3005737,8,1,"103014003",-32225.41,-24755.83,9,"熊本市西区 城山下代 三丁目","城山小学校"
3005738,8,1,"103013109",-32030.31,-23860.24,9,"熊本市西区 上代 九丁目","城山小学校"
3005739,8,1,"103046102",-33219.91,-25021.64,10,"熊本市西区 小島 二丁目","小島小学校"
3005740,8,1,"103013110",-31803.78,-24420.8,9,"熊本市西区 上代 十丁目","城山小学校"
3005741,8,1,"103015003",-32345.01,-25244,9,"熊本市西区 城山半田 三丁目","城山小学校"
3005742,8,1,"103013104",-30840.76,-24626.73,9,"熊本市西区 上代 四丁目","城山小学校"
3005743,8,1,"103015001",-31954.58,-24841.91,9,"熊本市西区 城山半田 一丁目","城山小学校"
3005744,8,1,"103013109",-31762.38,-24008.15,9,"熊本市西区 上代 九丁目","城山小学校"
3005745,8,1,"103013108",-31548.92,-23922.98,9,"熊本市西区 上代 八丁目","城山小学校"
3005746,8,1,"103015004",-32162.13,-25125.27,9,"熊本市西区 城山半田 四丁目","城山小学校"
3005747,8,1,"103013200",-30437.46,-23914.81,9,"熊本市西区 城山上代町 ","城山小学校"
3005748,8,1,"103015002",-31876.63,-25227.85,9,"熊本市西区 城山半田 二丁目","城山小学校"
3005749,8,1,"103016002",-33171.99,-25039.41,9,"熊本市西区 城山薬師 二丁目","城山小学校"
3005750,8,1,"103015001",-32142.56,-25063.41,9,"熊本市西区 城山半田 一丁目","城山小学校"
3005751,8,1,"103013107",-31463.21,-24693.69,9,"熊本市西区 上代 七丁目","城山小学校"
3005753,8,1,"103046102",-33018.47,-24741.47,10,"熊本市西区 小島 二丁目","小島小学校"
3005755,8,1,"103013103",-30940.91,-24373.24,9,"熊本市西区 上代 三丁目","城山小学校"
3005756,8,1,"103013109",-31799.65,-23965.67,9,"熊本市西区 上代 九丁目","城山小学校"
3005757,8,1,"103013101",-31173.53,-23862.93,9,"熊本市西区 上代 一丁目","城山小学校"
3005758,8,1,"103049000",-33653.18,-25427.96,10,"熊本市西区 小島上町 ","小島小学校"
3005760,8,1,"103046102",-33219.91,-25021.64,10,"熊本市西区 小島 二丁目","小島小学校"
3005761,8,1,"103014004",-32765.75,-24165.11,9,"熊本市西区 城山下代 四丁目","城山小学校"
3005762,8,1,"103013103",-30579.54,-24472.81,9,"熊本市西区 上代 三丁目","城山小学校"
3005763,8,1,"103046106",-34112.18,-24605.03,10,"熊本市西区 小島 六丁目","小島小学校"
3005765,8,1,"103013104",-31040.06,-24618.53,9,"熊本市西区 上代 四丁目","城山小学校"
3005766,8,1,"103012101",-32147.74,-24350.11,9,"熊本市西区 城山大塘 一丁目","城山小学校"
3005767,8,1,"103046102",-33106.02,-24744.71,10,"熊本市西区 小島 二丁目","小島小学校"
3005769,8,1,"103016002",-33084.75,-24991.47,9,"熊本市西区 城山薬師 二丁目","城山小学校"
3005770,8,1,"103013101",-31015.2,-23977.23,9,"熊本市西区 上代 一丁目","城山小学校"
3005771,8,1,"103015003",-32221.31,-25371.75,9,"熊本市西区 城山半田 三丁目","城山小学校"
3005772,8,1,"103016002",-33171.99,-25039.41,9,"熊本市西区 城山薬師 二丁目","城山小学校"
3005773,8,1,"103013103",-31255.75,-24327.65,9,"熊本市西区 上代 三丁目","城山小学校"
3005774,8,1,"103012102",-32169.19,-24086.83,9,"熊本市西区 城山大塘 二丁目","城山小学校"
3005775,8,1,"103012104",-32651.05,-23798.49,9,"熊本市西区 城山大塘 四丁目","城山小学校"
3005776,8,1,"103013106",-31603.28,-24995.47,9,"熊本市西区 上代 六丁目","城山小学校"
3005777,8,1,"103013109",-31799.65,-23965.67,9,"熊本市西区 上代 九丁目","城山小学校"
3005778,8,1,"103046103",-33501.74,-24895.7,10,"熊本市西区 小島 三丁目","小島小学校"
3005779,8,1,"103016001",-32735.16,-25229.01,9,"熊本市西区 城山薬師 一丁目","城山小学校"
3005782,8,1,"103013107",-31557.11,-24680.06,9,"熊本市西区 上代 七丁目","城山小学校"
3005783,8,1,"103012101",-32081.44,-24641.35,9,"熊本市西区 城山大塘 一丁目","城山小学校"
3005784,8,1,"103015004",-32299.76,-24980.63,9,"熊本市西区 城山半田 四丁目","城山小学校"
3005785,8,1,"103013101",-30631.41,-24236.37,9,"熊本市西区 上代 一丁目","城山小学校"
3005786,8,1,"103014002",-32440.04,-24402.25,9,"熊本市西区 城山下代 二丁目","城山小学校"
3005787,8,1,"103013109",-31813.58,-23985.49,9,"熊本市西区 上代 九丁目","城山小学校"
3005788,8,1,"103012105",-32798.93,-24037.06,9,"熊本市西区 城山大塘 五丁目","城山小学校"
3005789,8,1,"103012101",-32095.61,-24477.35,9,"熊本市西区 城山大塘 一丁目","城山小学校"
3005791,8,1,"103013109",-32005.16,-23993.01,9,"熊本市西区 上代 九丁目","城山小学校"
3005792,8,1,"103015001",-32097.7,-24808.93,9,"熊本市西区 城山半田 一丁目","城山小学校"
3005793,8,1,"103016002",-33171.99,-25039.41,9,"熊本市西区 城山薬師 二丁目","城山小学校"
3005795,8,1,"103014004",-32715.05,-24409.41,9,"熊本市西区 城山下代 四丁目","城山小学校"
3005796,8,1,"103014003",-32517.31,-24680.58,9,"熊本市西区 城山下代 三丁目","城山小学校"
3005798,8,1,"103012105",-32878.68,-24062.03,9,"熊本市西区 城山大塘 五丁目","城山小学校"
3005799,8,1,"103012105",-32795.21,-24097.15,9,"熊本市西区 城山大塘 五丁目","城山小学校"
3005801,8,1,"103015001",-32145.48,-24708.6,9,"熊本市西区 城山半田 一丁目","城山小学校"
3005802,8,1,"103012105",-32814.04,-23960.62,9,"熊本市西区 城山大塘 五丁目","城山小学校"
3005803,8,1,"103013104",-30875.91,-24719.51,9,"熊本市西区 上代 四丁目","城山小学校"
3005804,8,1,"103013105",-30895.28,-24804.86,9,"熊本市西区 上代 五丁目","城山小学校"
3005805,8,1,"103014002",-32286.49,-24577.22,9,"熊本市西区 城山下代 二丁目","城山小学校"
3005806,8,1,"103015004",-32241.75,-25099.99,9,"熊本市西区 城山半田 四丁目","城山小学校"
3005808,8,1,"103013103",-31227.71,-24028.21,9,"熊本市西区 上代 三丁目","城山小学校"
3005809,8,1,"103013105",-30798.79,-24866.32,9,"熊本市西区 上代 五丁目","城山小学校"
3005810,8,1,"103013101",-30831.39,-24011.47,9,"熊本市西区 上代 一丁目","城山小学校"
3005812,8,1,"103014002",-32286.49,-24577.22,9,"熊本市西区 城山下代 二丁目","城山小学校"
3005813,8,1,"103014001",-32189.41,-24350.72,9,"熊本市西区 城山下代 一丁目","城山小学校"
3005814,8,1,"103013101",-30645.52,-23522.85,9,"熊本市西区 上代 一丁目","城山小学校"
3005815,8,1,"103013103",-31227.71,-24028.21,9,"熊本市西区 上代 三丁目","城山小学校"
3005816,8,1,"103013107",-31425.84,-24257.95,9,"熊本市西区 上代 七丁目","城山小学校"
3005817,8,1,"103012101",-32081.44,-24641.35,9,"熊本市西区 城山大塘 一丁目","城山小学校"
3005818,8,1,"103013109",-31762.38,-24008.15,9,"熊本市西区 上代 九丁目","城山小学校"
3005819,8,1,"103012101",-32031.06,-24366.93,9,"熊本市西区 城山大塘 一丁目","城山小学校"
3005820,8,1,"103013102",-30503.61,-24217.39,9,"熊本市西区 上代 二丁目","城山小学校"
3005821,8,1,"103012105",-32795.21,-24097.15,9,"熊本市西区 城山大塘 五丁目","城山小学校"
3005822,8,1,"103046102",-33106.02,-24744.71,10,"熊本市西区 小島 二丁目","小島小学校"
3005823,8,1,"103013103",-30768.22,-24264.27,9,"熊本市西区 上代 三丁目","城山小学校"
3005824,8,1,"103014001",-32184.83,-24311.34,9,"熊本市西区 城山下代 一丁目","城山小学校"
3005825,8,1,"103014003",-32216.98,-24724.29,9,"熊本市西区 城山下代 三丁目","城山小学校"
3005826,8,1,"103046106",-33961.51,-24753.53,10,"熊本市西区 小島 六丁目","小島小学校"
3005827,8,1,"103015003",-32401.62,-25284.83,9,"熊本市西区 城山半田 三丁目","城山小学校"
3005828,8,1,"103013104",-30981.42,-24713.47,9,"熊本市西区 上代 四丁目","城山小学校"
3005829,8,1,"103016002",-33084.75,-24991.47,9,"熊本市西区 城山薬師 二丁目","城山小学校"
3005830,8,1,"103016002",-33084.75,-24991.47,9,"熊本市西区 城山薬師 二丁目","城山小学校"
3005831,8,1,"103013107",-31480.33,-24553.04,9,"熊本市西区 上代 七丁目","城山小学校"
3005832,8,1,"103012102",-32299.59,-24176.72,9,"熊本市西区 城山大塘 二丁目","城山小学校"
3005833,8,1,"103013101",-31007.64,-23856.5,9,"熊本市西区 上代 一丁目","城山小学校"
3005834,8,1,"103015002",-31444.04,-25092.08,9,"熊本市西区 城山半田 二丁目","城山小学校"
3005835,8,1,"103012101",-32104.38,-24536.15,9,"熊本市西区 城山大塘 一丁目","城山小学校"
3005836,8,1,"103012107",-33421.19,-23933.72,9,"熊本市西区 城山大塘 七丁目","城山小学校"
3005837,8,1,"103014003",-32304.33,-24779.94,9,"熊本市西区 城山下代 三丁目","城山小学校"
3005838,8,1,"103013104",-31160.99,-24676.25,9,"熊本市西区 上代 四丁目","城山小学校"
3005839,8,1,"103016001",-32765.34,-25224.73,9,"熊本市西区 城山薬師 一丁目","城山小学校"
3005840,8,1,"103013110",-31777.27,-24379.24,9,"熊本市西区 上代 十丁目","城山小学校"
3005841,8,1,"103012103",-32553.35,-23764.62,9,"熊本市西区 城山大塘 三丁目","城山小学校"
3005842,8,1,"103046103",-33639.71,-24883.82,10,"熊本市西区 小島 三丁目","小島小学校"
3005843,8,1,"103013101",-30713.85,-24106.95,9,"熊本市西区 上代 一丁目","城山小学校"
3005844,8,1,"103013102",-30486.41,-24419.9,9,"熊本市西区 上代 二丁目","城山小学校"
3005845,8,1,"103012101",-32111.43,-24562.83,9,"熊本市西区 城山大塘 一丁目","城山小学校"
3005846,8,1,"103013109",-31762.38,-24008.15,9,"熊本市西区 上代 九丁目","城山小学校"
3005847,8,1,"103015002",-31444.04,-25092.08,9,"熊本市西区 城山半田 二丁目","城山小学校"
3005848,8,1,"103013103",-31227.71,-24028.21,9,"熊本市西区 上代 三丁目","城山小学校"
3005849,8,1,"103016002",-32980.1,-25206.08,9,"熊本市西区 城山薬師 二丁目","城山小学校"
3005850,8,1,"103013105",-31272.03,-24790.25,9,"熊本市西区 上代 五丁目","城山小学校"
3005851,8,1,"103046103",-33696.86,-24998.62,10,"熊本市西区 小島 三丁目","小島小学校"
3005852,8,1,"103016002",-33171.99,-25039.41,9,"熊本市西区 城山薬師 二丁目","城山小学校"
3005854,8,1,"103014002",-32265.36,-24630.27,9,"熊本市西区 城山下代 二丁目","城山小学校"
3005855,8,1,"103013105",-31285.58,-24789.07,9,"熊本市西区 上代 五丁目","城山小学校"
3005857,8,1,"103015001",-31896.77,-24844.03,9,"熊本市西区 城山半田 一丁目","城山小学校"
3005858,8,1,"103012103",-32375.99,-23716.96,9,"熊本市西区 城山大塘 三丁目","城山小学校"
3005859,8,1,"103046102",-33046,-24868.01,10,"熊本市西区 小島 二丁目","小島小学校"
3005860,8,1,"103015004",-32285.54,-24981.62,9,"熊本市西区 城山半田 四丁目","城山小学校"
3005861,8,1,"103013102",-30503.61,-24217.39,9,"熊本市西区 上代 二丁目","城山小学校"
3005862,8,1,"103013110",-31677.77,-24615.14,9,"熊本市西区 上代 十丁目","城山小学校"
3005863,8,1,"103013101",-31166.69,-23952.89,9,"熊本市西区 上代 一丁目","城山小学校"
3005864,8,1,"103013101",-30705.32,-24020.49,9,"熊本市西区 上代 一丁目","城山小学校"
3005866,8,1,"103014002",-32286.49,-24577.22,9,"熊本市西区 城山下代 二丁目","城山小学校"
3005867,8,1,"103046103",-33687.38,-24606.82,10,"熊本市西区 小島 三丁目","小島小学校"
3005868,8,1,"103013104",-31222.76,-24695.88,9,"熊本市西区 上代 四丁目","城山小学校"
3005869,8,1,"103013104",-31044.79,-24691.7,9,"熊本市西区 上代 四丁目","城山小学校"
3005870,8,1,"103013110",-31819.44,-24668.47,9,"熊本市西区 上代 十丁目","城山小学校"
3005871,8,1,"103015002",-31772.88,-25297.84,9,"熊本市西区 城山半田 二丁目","城山小学校"
3005872,8,1,"103014003",-32239.85,-24693.14,9,"熊本市西区 城山下代 三丁目","城山小学校"
3005873,8,1,"103012102",-32169.19,-24086.83,9,"熊本市西区 城山大塘 二丁目","城山小学校"
3005875,8,1,"103016002",-33199.49,-25289.68,9,"熊本市西区 城山薬師 二丁目","城山小学校"
3005876,8,1,"103012101",-32101.63,-24193.03,9,"熊本市西区 城山大塘 一丁目","城山小学校"
3005877,8,1,"103013103",-30918.49,-24364.77,9,"熊本市西区 上代 三丁目","城山小学校"
3005878,8,1,"103016002",-33084.75,-24991.47,9,"熊本市西区 城山薬師 二丁目","城山小学校"
3005879,8,1,"103016002",-33084.75,-24991.47,9,"熊本市西区 城山薬師 二丁目","城山小学校"
3005880,8,1,"103012103",-32662.41,-23673.4,9,"熊本市西区 城山大塘 三丁目","城山小学校"
3005881,8,1,"103015003",-32399.19,-25404.19,9,"熊本市西区 城山半田 三丁目","城山小学校"
3005882,8,1,"103015001",-31929.04,-24719.39,9,"熊本市西区 城山半田 一丁目","城山小学校"
3005884,8,1,"103016002",-33084.75,-24991.47,9,"熊本市西区 城山薬師 二丁目","城山小学校"
3005885,8,1,"103012101",-32111.43,-24562.83,9,"熊本市西区 城山大塘 一丁目","城山小学校"
3005887,8,1,"103016002",-33084.75,-24991.47,9,"熊本市西区 城山薬師 二丁目","城山小学校"
3005888,8,1,"103012102",-32237.5,-24104.75,9,"熊本市西区 城山大塘 二丁目","城山小学校"
3005889,8,1,"103046103",-33858.02,-24585.2,10,"熊本市西区 小島 三丁目","小島小学校"
3005890,8,1,"103014002",-32437.66,-24606.31,9,"熊本市西区 城山下代 二丁目","城山小学校"
3005891,8,1,"103013103",-31097.75,-24441.05,9,"熊本市西区 上代 三丁目","城山小学校"
3005894,8,1,"103012101",-32070.44,-23990.51,9,"熊本市西区 城山大塘 一丁目","城山小学校"
3005895,8,1,"103013101",-30713.85,-24106.95,9,"熊本市西区 上代 一丁目","城山小学校"
3005896,8,1,"103016001",-32781.23,-25405.26,9,"熊本市西区 城山薬師 一丁目","城山小学校"
3005897,8,1,"103014003",-32517.31,-24680.58,9,"熊本市西区 城山下代 三丁目","城山小学校"
3005898,8,1,"103014003",-32223.19,-24710.33,9,"熊本市西区 城山下代 三丁目","城山小学校"
3005899,8,1,"103013101",-30713.85,-24106.95,9,"熊本市西区 上代 一丁目","城山小学校"
3005900,8,1,"103016002",-33084.75,-24991.47,9,"熊本市西区 城山薬師 二丁目","城山小学校"
3005901,8,1,"103015002",-31779.83,-25143.2,9,"熊本市西区 城山半田 二丁目","城山小学校"
3005902,8,1,"103046102",-33106.02,-24744.71,10,"熊本市西区 小島 二丁目","小島小学校"
3005903,8,1,"103013109",-31762.38,-24008.15,9,"熊本市西区 上代 九丁目","城山小学校"
3005904,8,1,"103015003",-32250.83,-25285.16,9,"熊本市西区 城山半田 三丁目","城山小学校"
3005906,8,1,"103013103",-30875.83,-24305.35,9,"熊本市西区 上代 三丁目","城山小学校"
3005907,8,1,"103016002",-33084.75,-24991.47,9,"熊本市西区 城山薬師 二丁目","城山小学校"
3005908,8,1,"103016002",-33084.75,-24991.47,9,"熊本市西区 城山薬師 二丁目","城山小学校"
3005909,8,1,"103014002",-32286.49,-24577.22,9,"熊本市西区 城山下代 二丁目","城山小学校"
3005911,8,1,"103013104",-31094.49,-24493.18,9,"熊本市西区 上代 四丁目","城山小学校"
3005913,8,1,"103046102",-33018.47,-24741.47,10,"熊本市西区 小島 二丁目","小島小学校"
3005914,8,1,"103013101",-30645.52,-23522.85,9,"熊本市西区 上代 一丁目","城山小学校"
3005915,8,1,"103013103",-31098.43,-24117.94,9,"熊本市西区 上代 三丁目","城山小学校"
3005916,8,1,"103012101",-32095.61,-24477.35,9,"熊本市西区 城山大塘 一丁目","城山小学校"
3005917,8,1,"103014003",-32304.33,-24779.94,9,"熊本市西区 城山下代 三丁目","城山小学校"
3005918,8,1,"103015003",-32542.9,-25352.05,9,"熊本市西区 城山半田 三丁目","城山小学校"
3005919,8,1,"103015001",-32089,-24989.87,9,"熊本市西区 城山半田 一丁目","城山小学校"
3005920,8,1,"103012102",-32169.19,-24086.83,9,"熊本市西区 城山大塘 二丁目","城山小学校"
3005921,8,1,"103046102",-33018.47,-24741.47,10,"熊本市西区 小島 二丁目","小島小学校"
3005922,8,1,"103016002",-33084.75,-24991.47,9,"熊本市西区 城山薬師 二丁目","城山小学校"
3005923,8,1,"103046102",-33007.62,-24690.21,10,"熊本市西区 小島 二丁目","小島小学校"
3005924,8,1,"103016002",-33084.75,-24991.47,9,"熊本市西区 城山薬師 二丁目","城山小学校"
3005925,8,1,"103013101",-30713.85,-24106.95,9,"熊本市西区 上代 一丁目","城山小学校"
3005926,8,1,"103013109",-31762.38,-24008.15,9,"熊本市西区 上代 九丁目","城山小学校"
3005927,8,1,"103013103",-30685.88,-24466.52,9,"熊本市西区 上代 三丁目","城山小学校"
3005928,8,1,"103013109",-32005.16,-23993.01,9,"熊本市西区 上代 九丁目","城山小学校"
3005929,8,1,"103012105",-32878.68,-24062.03,9,"熊本市西区 城山大塘 五丁目","城山小学校"
3005930,8,1,"103012104",-32709.81,-24134.8,9,"熊本市西区 城山大塘 四丁目","城山小学校"
3005931,8,1,"103013101",-30713.85,-24106.95,9,"熊本市西区 上代 一丁目","城山小学校"
3005932,8,1,"103013109",-31702.62,-24066.77,9,"熊本市西区 上代 九丁目","城山小学校"
3005933,8,1,"103013101",-30983.18,-23874.4,9,"熊本市西区 上代 一丁目","城山小学校"
3005934,8,1,"103013104",-30840.76,-24626.73,9,"熊本市西区 上代 四丁目","城山小学校"
3005935,8,1,"103046102",-33069.32,-24763.21,10,"熊本市西区 小島 二丁目","小島小学校"
3005936,8,1,"103013109",-31980.23,-24054.15,9,"熊本市西区 上代 九丁目","城山小学校"
3005937,8,1,"103046106",-33908.66,-24596.08,10,"熊本市西区 小島 六丁目","小島小学校"
3005938,8,1,"103013101",-30947.54,-23982.93,9,"熊本市西区 上代 一丁目","城山小学校"
3005939,8,1,"103016002",-33084.75,-24991.47,9,"熊本市西区 城山薬師 二丁目","城山小学校"
3005940,8,1,"103012105",-32814.04,-23960.62,9,"熊本市西区 城山大塘 五丁目","城山小学校"
3005941,8,1,"103012101",-32047.9,-23933.99,9,"熊本市西区 城山大塘 一丁目","城山小学校"
3005942,8,1,"103013103",-31227.71,-24028.21,9,"熊本市西区 上代 三丁目","城山小学校"
3005943,8,1,"103013103",-30706.69,-24294.29,9,"熊本市西区 上代 三丁目","城山小学校"
3005944,8,1,"103013109",-31977.71,-24019.59,9,"熊本市西区 上代 九丁目","城山小学校"
3005945,8,1,"103015002",-31949.76,-25355.05,9,"熊本市西区 城山半田 二丁目","城山小学校"
3005947,8,1,"103012101",-32029,-24633.48,9,"熊本市西区 城山大塘 一丁目","城山小学校"
3005948,8,1,"103016002",-33084.75,-24991.47,9,"熊本市西区 城山薬師 二丁目","城山小学校"
3005949,8,1,"103014002",-32402.12,-24604.07,9,"熊本市西区 城山下代 二丁目","城山小学校"
3005951,8,1,"103012105",-32878.68,-24062.03,9,"熊本市西区 城山大塘 五丁目","城山小学校"
3005952,8,1,"103046102",-33106.02,-24744.71,10,"熊本市西区 小島 二丁目","小島小学校"
3005953,8,1,"103013101",-30713.85,-24106.95,9,"熊本市西区 上代 一丁目","城山小学校"
3005954,8,1,"103012101",-32095.61,-24477.35,9,"熊本市西区 城山大塘 一丁目","城山小学校"
3005955,8,1,"103046103",-33506.68,-24706.89,10,"熊本市西区 小島 三丁目","小島小学校"
3005956,8,1,"103012101",-31986.79,-24117.36,9,"熊本市西区 城山大塘 一丁目","城山小学校"
3005957,8,1,"103013101",-30661.18,-24051.91,9,"熊本市西区 上代 一丁目","城山小学校"
3005958,8,1,"103046102",-33018.47,-24741.47,10,"熊本市西区 小島 二丁目","小島小学校"
3005959,8,1,"103013103",-30679.17,-24440.52,9,"熊本市西区 上代 三丁目","城山小学校"
3005960,8,1,"103046102",-33031.44,-24811.4,10,"熊本市西区 小島 二丁目","小島小学校"
3005961,8,1,"103012104",-32651.05,-23798.49,9,"熊本市西区 城山大塘 四丁目","城山小学校"
3005962,8,1,"103013104",-31094.49,-24493.18,9,"熊本市西区 上代 四丁目","城山小学校"
3005963,8,1,"103013110",-31905.95,-24445.74,9,"熊本市西区 上代 十丁目","城山小学校"
3005964,8,1,"103013103",-30768.22,-24264.27,9,"熊本市西区 上代 三丁目","城山小学校"
3005965,8,1,"103014001",-32386.61,-24291.86,9,"熊本市西区 城山下代 一丁目","城山小学校"
3005967,8,1,"103014003",-32279.04,-24704.89,9,"熊本市西区 城山下代 三丁目","城山小学校"
3005968,8,1,"103049000",-33653.18,-25427.96,10,"熊本市西区 小島上町 ","小島小学校"
3005969,8,1,"103013101",-30618.48,-23857.84,9,"熊本市西区 上代 一丁目","城山小学校"
3005970,8,1,"103046103",-33733.7,-24607.87,10,"熊本市西区 小島 三丁目","小島小学校"
3005971,8,1,"103046102",-33007.62,-24690.21,10,"熊本市西区 小島 二丁目","小島小学校"
3005972,8,1,"103012105",-32878.68,-24062.03,9,"熊本市西区 城山大塘 五丁目","城山小学校"
3005973,8,1,"103046106",-33941.5,-24706.62,10,"熊本市西区 小島 六丁目","小島小学校"
3005974,8,1,"103046106",-34062.31,-24606.52,10,"熊本市西区 小島 六丁目","小島小学校"
3005975,8,1,"103014002",-32265.36,-24630.27,9,"熊本市西区 城山下代 二丁目","城山小学校"
3005976,8,1,"103015001",-31907.3,-24898.92,9,"熊本市西区 城山半田 一丁目","城山小学校"
3005977,8,1,"103014001",-32202.01,-24323.95,9,"熊本市西区 城山下代 一丁目","城山小学校"
3005978,8,1,"103013103",-30852.18,-24409.36,9,"熊本市西区 上代 三丁目","城山小学校"
3005979,8,1,"103013104",-30840.76,-24626.73,9,"熊本市西区 上代 四丁目","城山小学校"
3005980,8,1,"103016001",-32736.96,-25362.6,9,"熊本市西区 城山薬師 一丁目","城山小学校"
3005981,8,1,"103046106",-34022.6,-24599.53,10,"熊本市西区 小島 六丁目","小島小学校"
3005982,8,1,"103015001",-32078.19,-24704.52,9,"熊本市西区 城山半田 一丁目","城山小学校"
3005983,8,1,"103016002",-33084.75,-24991.47,9,"熊本市西区 城山薬師 二丁目","城山小学校"
3005984,8,1,"103015004",-32241.75,-25099.99,9,"熊本市西区 城山半田 四丁目","城山小学校"
3005985,8,1,"103012101",-32095.61,-24477.35,9,"熊本市西区 城山大塘 一丁目","城山小学校"
3005986,8,1,"103014003",-32639.64,-24662.02,9,"熊本市西区 城山下代 三丁目","城山小学校"
3005987,8,1,"103013110",-31746.92,-24391.99,9,"熊本市西区 上代 十丁目","城山小学校"
3005988,8,1,"103013103",-31138.94,-24420.62,9,"熊本市西区 上代 三丁目","城山小学校"
3005989,8,1,"103046106",-33906.24,-24834.96,10,"熊本市西区 小島 六丁目","小島小学校"
3005990,8,1,"103016002",-33084.75,-24991.47,9,"熊本市西区 城山薬師 二丁目","城山小学校"
3005991,8,1,"103013101",-30620.29,-23745.81,9,"熊本市西区 上代 一丁目","城山小学校"
3005992,8,1,"103015002",-31751.55,-25246.07,9,"熊本市西区 城山半田 二丁目","城山小学校"
3005993,8,1,"103013103",-31027.22,-24253.9,9,"熊本市西区 上代 三丁目","城山小学校"
3005994,8,1,"103012101",-32116.85,-24630.14,9,"熊本市西区 城山大塘 一丁目","城山小学校"
3005995,8,1,"103013104",-31037.76,-24680.38,9,"熊本市西区 上代 四丁目","城山小学校"
3005996,8,1,"103013101",-30713.85,-24106.95,9,"熊本市西区 上代 一丁目","城山小学校"
3005997,8,1,"103046102",-33018.47,-24741.47,10,"熊本市西区 小島 二丁目","小島小学校"
3005998,8,1,"103013103",-31227.71,-24028.21,9,"熊本市西区 上代 三丁目","城山小学校"
3005999,8,1,"103014002",-32298.11,-24476.4,9,"熊本市西区 城山下代 二丁目","城山小学校"
3006000,8,1,"103016002",-33084.75,-24991.47,9,"熊本市西区 城山薬師 二丁目","城山小学校"
3006001,8,1,"103015001",-32116.98,-25036.49,9,"熊本市西区 城山半田 一丁目","城山小学校"
3006002,8,1,"103013103",-31227.71,-24028.21,9,"熊本市西区 上代 三丁目","城山小学校"
